intern_id,intern_name,task_completion_rate,avg_task_completion_time,attendance_percentage,feedback_rating,deadlines_missed,github_commits,communication_score,learning_speed,meeting_participation,work_hours_per_day,stress_level,final_performance_score,performance_category
1530,Dr. Elizabeth Manning,51,7.49,58,1.2,10,145,10,9,6,6.0,10,22.29,Needs Improvement
1531,Katherine Mathews,64,13.04,72,2.2,4,99,1,10,7,8.1,2,50.3,Needs Improvement
1532,Ryan Russo,84,9.61,68,2.2,8,0,2,2,10,5.4,10,21.84,Needs Improvement
1533,Alyssa Christensen,58,9.32,62,1.2,1,94,9,7,5,9.2,9,38.06,Needs Improvement
1534,Heidi Wilson,45,14.73,93,3.2,4,201,10,3,9,6.3,4,36.81,Needs Improvement
1535,Joshua Oliver,49,12.28,84,2.9,3,268,10,3,6,3.1,4,43.43,Needs Improvement
1536,Betty Hernandez,76,3.72,80,1.1,3,210,10,1,7,11.0,4,65.17,Average
1537,Amanda Campbell,80,3.86,98,4.8,6,216,2,6,3,4.7,9,49.97,Needs Improvement
1538,Kelly Potter,57,3.82,58,2.6,3,172,1,3,6,6.9,2,51.89,Needs Improvement
1539,Karen Ellis,64,10.73,69,3.1,1,208,10,7,10,8.2,9,58.54,Needs Improvement
1540,Craig Coffey,48,6.24,88,2.2,8,109,2,10,5,2.0,3,28.21,Needs Improvement
1541,Jennifer Richardson,98,1.05,55,4.9,6,175,3,8,8,4.3,3,73.76,Average
1542,Mary Nguyen,73,8.43,55,2.2,10,23,2,6,7,2.1,5,15.64,Needs Improvement
1543,Adrienne Guzman,98,10.77,82,4.8,5,145,3,8,1,11.5,6,70.42,Average
1544,Kevin Sharp,44,4.26,96,1.4,3,119,8,8,4,2.2,2,57.79,Needs Improvement
1545,Colleen Wiley,59,6.06,83,3.7,2,106,9,7,4,9.2,8,54.82,Needs Improvement
1546,William Murphy,53,13.92,76,2.9,1,78,5,6,2,9.5,2,45.92,Needs Improvement
1547,Sophia Gordon,84,5.88,63,3.9,3,110,8,5,9,2.6,10,45.33,Needs Improvement
1548,Monique Barajas,55,12.56,57,2.5,8,187,4,3,7,3.1,10,7.96,Needs Improvement
1549,Andrew Edwards,63,10.33,69,1.5,6,10,5,5,4,2.8,10,10.09,Needs Improvement
1550,Richard Brewer,69,14.72,58,1.4,3,149,2,2,10,9.3,9,24.11,Needs Improvement
1551,Cynthia Campbell,46,12.05,65,2.4,0,86,8,2,9,4.0,9,25.77,Needs Improvement
1552,Travis Rodriguez,98,13.19,100,2.0,3,284,1,10,9,7.7,2,61.57,Average
1553,Patrick Ramirez,70,2.57,61,4.8,8,90,8,5,2,5.4,4,52.29,Needs Improvement
1554,Jeremy Kennedy,57,6.35,82,1.3,2,239,9,2,8,9.9,6,58.63,Needs Improvement
1555,Michelle Chapman,62,2.17,85,2.2,3,196,7,6,4,9.3,10,48.95,Needs Improvement
1556,Sarah Davis,78,12.24,96,3.5,0,86,3,4,5,6.6,8,47.85,Needs Improvement
1557,Sheila Shannon,100,1.64,52,3.9,9,48,10,1,2,6.1,9,41.9,Needs Improvement
1558,Benjamin Davis,58,2.61,58,2.8,2,296,10,3,10,6.4,8,59.47,Needs Improvement
1559,Cathy Parker,87,2.31,53,1.3,1,166,5,10,6,11.1,6,69.28,Average
1560,Casey Duran,66,12.62,61,4.6,3,281,8,9,4,2.3,1,52.21,Needs Improvement
1561,Jennifer Bender,78,5.4,78,2.4,1,218,1,5,7,7.6,8,55.92,Needs Improvement
1562,Angela Gonzalez,100,11.32,83,3.7,7,255,9,10,10,5.7,8,62.76,Average
1563,Shelley Watson,57,7.86,81,1.2,1,64,1,2,4,6.6,5,33.15,Needs Improvement
1564,Joseph Glass,77,5.6,55,2.1,6,60,4,1,6,10.9,3,46.39,Needs Improvement
1565,Brian Mcguire,75,6.79,94,1.1,4,95,9,10,3,5.3,4,49.95,Needs Improvement
1566,Ashley Moore,80,6.32,90,3.8,2,15,5,3,10,4.8,2,59.4,Needs Improvement
1567,Taylor Morris,77,2.91,87,3.7,4,120,3,2,10,9.6,2,70.41,Average
1568,Erin Cook,41,9.03,79,1.9,4,214,1,2,6,10.8,4,43.0,Needs Improvement
1569,Eric Miller,65,14.07,94,2.6,9,36,8,6,5,10.3,6,40.91,Needs Improvement
1570,Peter Thomas,56,13.18,98,4.8,5,190,7,6,5,9.4,3,60.9,Average
1571,James York,48,6.51,99,4.3,9,223,7,3,1,9.2,5,51.26,Needs Improvement
1572,William Wheeler,70,4.11,51,1.3,10,277,10,4,1,8.1,9,41.96,Needs Improvement
1573,Amanda Marshall,97,5.08,95,2.6,8,60,9,1,6,6.9,10,43.13,Needs Improvement
1574,Randy Solis,42,8.07,87,1.7,4,53,2,7,8,10.7,1,49.36,Needs Improvement
1575,Timothy Terrell,73,6.35,56,2.5,1,219,7,2,3,11.0,4,59.92,Needs Improvement
1576,Paige Cox,47,4.63,68,1.6,3,291,2,10,6,5.4,2,55.97,Needs Improvement
1577,Lauren Scott,40,1.72,50,4.0,8,49,1,1,8,3.2,10,25.39,Needs Improvement
1578,Mario Anderson,41,2.04,55,2.0,5,206,3,2,2,10.8,5,33.45,Needs Improvement
1579,Benjamin Sexton,98,8.74,87,2.7,4,297,4,9,10,3.4,5,60.06,Average
1580,Valerie Trujillo,68,10.93,67,4.8,9,46,8,6,10,10.8,3,58.81,Needs Improvement
1581,Scott Olson,96,7.91,69,3.1,6,299,8,7,1,3.7,5,50.05,Needs Improvement
1582,Stephen Elliott,71,11.9,100,1.6,3,233,7,3,4,8.6,4,41.13,Needs Improvement
1583,Jasmin Hamilton,64,7.57,94,2.4,6,239,9,1,6,11.1,4,74.63,Average
1584,Robert Williams,59,8.52,50,4.6,1,246,10,7,3,4.9,10,53.79,Needs Improvement
1585,Mrs. Barbara Wood MD,85,2.56,92,2.7,6,224,3,2,1,5.5,3,53.95,Needs Improvement
1586,Jeremiah Singh,77,12.9,79,3.8,10,213,2,9,2,7.6,2,44.89,Needs Improvement
1587,John Stewart,76,5.17,53,1.6,10,50,5,6,7,9.8,9,41.88,Needs Improvement
1588,Mary Vasquez,71,3.26,75,2.7,8,266,2,6,10,10.0,5,61.73,Average
1589,Teresa Rodgers,60,4.74,87,4.8,8,219,6,7,4,11.9,1,73.87,Average
1590,Craig Simpson,91,1.49,55,4.5,3,36,5,3,2,11.1,9,61.66,Average
1591,Jamie Young,81,8.83,58,2.1,10,232,4,2,3,9.7,1,40.93,Needs Improvement
1592,Laura Savage,98,9.17,56,2.1,7,245,4,9,10,8.1,10,41.05,Needs Improvement
1593,Gerald Williams,90,4.23,95,2.4,4,123,9,6,8,10.9,8,75.36,Average
1594,Lisa Kirby,43,2.73,87,4.9,6,4,5,8,6,7.7,9,42.87,Needs Improvement
1595,Jillian Griffin,63,1.64,66,4.8,9,210,10,3,2,9.9,6,64.37,Average
1596,Joanna Harvey,91,3.31,75,3.6,4,73,2,9,1,4.0,8,44.12,Needs Improvement
1597,Karina Park,61,7.16,64,3.7,9,186,6,5,10,9.3,2,49.97,Needs Improvement
1598,Samantha Johnson,82,11.48,100,2.8,3,16,7,10,6,5.7,5,54.03,Needs Improvement
1599,Anthony Jones,90,10.55,75,4.3,1,223,9,3,6,9.4,10,63.92,Average
1600,Megan Martin,63,8.72,79,2.2,2,68,6,2,8,8.5,1,45.7,Needs Improvement
1601,Alyssa Lewis,97,9.72,85,3.8,5,33,10,5,1,3.0,1,53.0,Needs Improvement
1602,Laura Lopez,73,5.39,79,3.5,3,166,7,9,3,4.2,10,54.9,Needs Improvement
1603,Zachary Wilson,87,10.55,86,4.2,6,155,3,1,5,5.2,10,30.43,Needs Improvement
1604,Lee Smith,90,14.31,75,4.6,3,135,2,7,6,4.0,4,50.99,Needs Improvement
1605,Edward Carr,85,10.85,58,1.7,8,128,4,5,9,8.0,4,28.78,Needs Improvement
1606,Gabriela Pearson,92,6.18,71,1.0,7,67,2,1,7,5.6,4,25.27,Needs Improvement
1607,Martin Morgan,91,8.87,50,1.3,5,162,1,8,4,6.1,10,33.16,Needs Improvement
1608,Cindy Freeman,46,12.55,79,4.4,1,45,2,5,1,10.7,6,43.32,Needs Improvement
1609,Joseph Wood,74,1.79,70,2.3,2,25,1,10,5,4.0,1,56.94,Needs Improvement
1610,Damon Long,41,14.29,67,1.5,4,58,8,10,4,4.1,4,25.04,Needs Improvement
1611,Arthur Navarro,82,5.83,76,3.4,9,30,6,5,6,3.7,5,39.89,Needs Improvement
1612,Richard Johnson,94,14.31,71,3.8,5,243,8,3,8,5.6,6,45.43,Needs Improvement
1613,Rita Wilkinson,95,9.27,74,2.3,9,266,1,2,5,8.5,7,44.11,Needs Improvement
1614,Christopher Wolfe,80,11.48,55,3.0,3,209,6,4,9,4.5,1,52.35,Needs Improvement
1615,Anna Mercer,66,8.52,50,3.4,8,4,2,9,8,7.3,10,31.51,Needs Improvement
1616,Tracy Alexander,61,4.08,86,2.6,3,201,10,9,5,2.9,6,60.95,Average
1617,Jeffrey Kelly,91,13.69,81,4.3,0,129,7,4,5,2.7,10,44.93,Needs Improvement
1618,Sarah Hernandez,49,4.44,52,1.6,4,258,8,5,7,2.7,5,40.64,Needs Improvement
1619,Glen Burch,47,3.37,68,4.3,6,231,7,2,8,3.7,3,45.1,Needs Improvement
1620,Brandon Avery Jr.,97,13.97,93,4.2,10,275,10,10,2,3.5,4,40.8,Needs Improvement
1621,Veronica Williams,98,2.04,57,1.7,8,94,9,1,10,6.3,3,44.93,Needs Improvement
1622,Lori Webb,97,13.41,67,2.9,5,19,5,5,4,5.7,4,39.83,Needs Improvement
1623,Dustin Turner,50,5.91,93,1.3,0,117,4,2,3,8.2,6,47.21,Needs Improvement
1624,Peter Simon,97,2.72,73,4.1,10,70,6,6,3,11.2,10,56.28,Needs Improvement
1625,Nicole Richards,70,2.37,90,2.3,5,265,1,3,10,2.2,7,50.23,Needs Improvement
1626,Kevin Stevens,78,6.53,88,2.0,7,285,4,10,9,7.3,2,53.29,Needs Improvement
1627,Theresa Hogan,80,8.33,88,2.5,8,132,3,10,8,6.0,6,45.09,Needs Improvement
1628,Matthew Johnson,99,11.46,64,4.6,1,277,3,2,6,11.5,10,60.67,Average
1629,Jasmine Blevins,45,4.1,74,4.9,4,296,7,9,6,10.3,7,75.57,Average
1630,Shawn Burke,40,2.35,63,1.7,8,182,6,1,5,5.8,4,33.72,Needs Improvement
1631,Jason Smith,60,10.15,77,3.6,3,183,3,3,9,4.9,1,56.27,Needs Improvement
1632,Joel Weaver,71,4.26,84,1.9,10,152,1,7,10,7.2,6,35.83,Needs Improvement
1633,Rebecca Thompson,63,8.36,93,1.2,5,123,9,10,4,4.5,5,41.65,Needs Improvement
1634,David Haynes,51,5.9,95,3.3,8,80,6,4,4,4.7,9,37.06,Needs Improvement
1635,Amber Williams,41,9.49,96,1.1,3,291,6,1,1,2.8,7,28.06,Needs Improvement
1636,Martha Smith,94,3.34,71,3.0,0,58,9,6,4,5.6,5,70.91,Average
1637,Tiffany Medina,100,5.56,80,3.3,7,218,5,2,8,7.1,10,46.91,Needs Improvement
1638,Michael Gallagher,75,1.35,92,4.1,1,249,3,8,8,3.6,2,86.49,Excellent
1639,Robert Powell,41,12.09,64,2.4,10,16,2,1,7,8.2,2,11.52,Needs Improvement
1640,Deborah Nelson,46,14.03,92,4.9,6,273,4,1,4,9.3,1,52.29,Needs Improvement
1641,Olivia Austin,73,9.08,61,4.1,2,7,6,6,9,2.6,6,37.09,Needs Improvement
1642,Kim Anderson,64,1.78,90,3.1,0,18,1,10,6,5.7,10,49.62,Needs Improvement
1643,Jonathan Dixon,73,8.03,95,4.0,10,33,4,3,9,11.3,7,42.88,Needs Improvement
1644,Oscar Smith,71,7.18,71,2.4,6,62,10,5,6,2.3,9,22.23,Needs Improvement
1645,Edward Duke,99,12.05,71,2.5,3,284,6,7,1,11.2,10,55.95,Needs Improvement
1646,Dustin Young,41,14.93,62,4.2,5,88,2,10,9,10.8,6,45.37,Needs Improvement
1647,James Gibbs,45,9.57,92,2.9,6,231,5,2,3,7.1,6,43.3,Needs Improvement
1648,John Thomas,87,5.52,62,2.0,0,116,2,3,2,4.1,3,48.09,Needs Improvement
1649,Peter Colon,80,11.16,83,4.9,10,125,3,10,8,6.2,4,38.62,Needs Improvement
1650,Michael Richards,56,2.03,92,2.5,5,30,9,6,3,10.6,4,55.9,Needs Improvement
1651,Wayne Bartlett,91,2.05,73,3.8,6,265,7,7,2,11.0,2,76.85,Average
1652,Ashley Brock,75,12.08,58,4.9,0,258,3,8,2,11.5,4,70.11,Average
1653,Harold Sanders,100,12.65,78,2.5,8,104,1,3,1,7.3,3,31.1,Needs Improvement
1654,Tara Young,60,12.04,73,1.5,7,27,10,4,4,11.1,4,39.44,Needs Improvement
1655,Aaron Cardenas,71,9.03,87,3.9,8,98,7,5,9,10.6,10,46.24,Needs Improvement
1656,Melanie Peters,85,10.5,65,1.6,7,208,1,3,1,2.2,8,11.5,Needs Improvement
1657,Cynthia Mueller,87,14.37,51,2.7,6,242,1,1,10,3.0,9,11.18,Needs Improvement
1658,Michelle Rodriguez,73,6.5,98,3.0,9,154,7,7,5,8.7,7,46.1,Needs Improvement
1659,Dylan Bass,78,13.62,96,4.2,1,127,9,10,1,4.5,7,58.27,Needs Improvement
1660,Tony Hernandez,82,11.59,97,2.7,1,86,10,10,7,4.3,5,62.58,Average
1661,David Davis,86,8.32,91,3.5,0,211,4,8,2,5.6,6,62.02,Average
1662,Jay Castro,100,3.2,96,2.1,1,176,6,3,5,10.2,4,79.07,Average
1663,Monica Gonzalez,63,13.64,81,1.8,9,74,2,7,5,11.6,6,35.08,Needs Improvement
1664,Sergio Rice,62,11.28,97,4.6,1,235,8,10,3,4.4,8,61.06,Average
1665,Benjamin Brock,42,5.79,84,2.3,3,97,8,9,10,4.6,5,43.84,Needs Improvement
1666,William Davis,61,1.5,83,4.8,9,246,9,5,7,11.6,7,70.9,Average
1667,Robert Henry,75,10.01,89,3.1,0,289,3,7,6,10.9,5,77.77,Average
1668,Christopher Crane,78,7.28,59,4.3,7,21,3,3,5,2.6,6,31.78,Needs Improvement
1669,Joseph Santiago,71,8.09,94,1.7,10,200,7,3,10,4.0,10,28.62,Needs Improvement
1670,Richard Ramirez,92,1.11,75,1.7,1,240,7,1,3,3.0,7,47.86,Needs Improvement
1671,Andrew Boyd,60,2.24,81,2.3,7,137,7,4,2,3.4,7,47.67,Needs Improvement
1672,Randall Smith,72,7.29,88,1.1,3,30,10,5,2,11.3,4,61.56,Average
1673,Catherine Taylor,50,14.0,52,1.4,6,259,7,10,6,2.9,8,16.46,Needs Improvement
1674,Dr. Felicia White MD,61,5.17,83,1.8,5,181,1,8,2,10.5,4,57.17,Needs Improvement
1675,Cristian Reed,44,10.26,59,3.2,6,139,9,1,6,4.4,8,25.79,Needs Improvement
1676,Russell Mercer,80,8.14,56,1.7,4,245,4,3,1,2.9,9,27.56,Needs Improvement
1677,James Mejia,95,2.92,90,1.6,8,224,9,10,8,7.6,8,54.38,Needs Improvement
1678,Terri Smith,83,1.46,80,3.3,8,188,6,4,2,2.7,7,54.02,Needs Improvement
1679,Chloe White,72,12.52,84,3.3,3,132,3,4,5,11.2,9,46.76,Needs Improvement
1680,Albert Aguilar,87,8.96,78,3.7,3,27,5,9,3,11.6,3,70.58,Average
1681,Scott Mason,67,5.06,67,4.4,6,39,2,9,3,5.3,2,47.46,Needs Improvement
1682,Brandon Hernandez,87,2.08,79,3.9,2,211,2,10,4,2.1,8,55.71,Needs Improvement
1683,Ashley Hunt,82,6.05,92,3.6,3,105,10,3,3,4.2,6,59.02,Needs Improvement
1684,Kimberly Howard,46,5.54,85,3.3,4,29,7,9,5,11.5,6,63.64,Average
1685,Patrick Davila,61,10.78,70,3.9,10,101,3,6,8,6.4,5,21.51,Needs Improvement
1686,Ronnie Park,58,9.56,88,2.5,5,282,7,1,10,6.3,10,41.01,Needs Improvement
1687,Dr. Joseph Martinez,58,14.51,79,4.6,9,162,3,5,7,7.5,10,23.02,Needs Improvement
1688,Jonathon Jennings,100,10.78,87,4.9,9,69,4,7,6,2.0,3,51.93,Needs Improvement
1689,Anna Johnson,50,6.73,99,1.0,2,148,1,4,7,5.0,6,34.06,Needs Improvement
1690,Michael Rodriguez,84,6.34,84,4.8,0,164,5,1,4,6.5,1,70.23,Average
1691,Paula Diaz,52,6.28,66,3.5,6,50,7,3,2,3.3,4,24.31,Needs Improvement
1692,Roy Weber,94,1.43,66,1.8,1,135,5,3,10,7.7,2,67.99,Average
1693,Larry Marks,76,6.57,89,3.4,10,16,1,3,3,3.7,6,31.9,Needs Improvement
1694,Jennifer Alvarez,89,8.36,79,3.1,8,29,7,10,3,8.1,3,50.68,Needs Improvement
1695,Ryan Ford,78,11.92,52,4.5,6,254,10,6,6,6.3,7,56.32,Needs Improvement
1696,Ashley Sanders,92,1.32,57,3.5,10,67,10,2,7,10.0,3,59.91,Needs Improvement
1697,Lisa Pittman,78,1.91,71,2.3,7,103,3,4,1,5.6,7,36.57,Needs Improvement
1698,Holly Ward,99,11.45,94,3.9,8,133,8,9,7,4.6,4,50.77,Needs Improvement
1699,Cheryl Patterson,93,7.45,69,1.9,7,221,8,2,10,4.4,2,48.43,Needs Improvement
1700,Michael Adams,70,4.71,72,4.3,0,204,1,2,1,6.3,10,54.91,Needs Improvement
1701,Benjamin Myers,83,9.35,94,1.2,2,277,10,6,1,6.0,5,63.47,Average
1702,Edward Blanchard,46,6.79,50,3.9,8,17,7,3,6,6.0,10,23.86,Needs Improvement
1703,Timothy Cain,100,1.05,92,1.5,1,7,8,7,6,8.6,1,76.28,Average
1704,Brooke Riddle,49,3.66,72,1.7,7,107,6,5,1,4.5,9,28.85,Needs Improvement
1705,Linda Graham,85,11.25,84,3.8,0,49,5,9,4,9.0,1,81.72,Excellent
1706,Brandon Cook,78,11.09,86,2.8,2,80,6,10,5,4.3,1,55.0,Needs Improvement
1707,Tammy Burgess,44,8.92,82,4.7,9,80,3,2,1,2.3,5,16.85,Needs Improvement
1708,Nicholas Fitzgerald,40,12.52,53,3.7,1,289,1,5,6,6.8,6,34.77,Needs Improvement
1709,Edwin King,89,4.39,77,2.1,7,216,10,2,7,9.6,3,60.6,Average
1710,Mark Pena,71,11.1,61,4.0,1,84,4,3,5,6.9,1,63.46,Average
1711,Karen Miller,41,7.12,89,1.6,5,125,7,2,2,9.6,8,31.41,Needs Improvement
1712,Latoya Davidson,42,13.36,61,2.9,7,41,3,7,9,3.4,3,18.41,Needs Improvement
1713,Daniel Carlson,87,7.26,81,3.5,3,73,2,3,8,5.7,7,41.77,Needs Improvement
1714,Jacob Berg,100,14.86,83,4.0,6,297,1,10,4,10.1,3,61.98,Average
1715,Jonathan Smith,71,7.14,73,2.9,0,119,2,9,7,4.3,2,60.78,Average
1716,Donald Gonzales,62,5.5,82,1.3,6,188,4,1,8,10.0,8,45.35,Needs Improvement
1717,Sean Deleon,49,14.11,74,2.6,9,50,9,9,4,3.3,8,16.64,Needs Improvement
1718,Aaron White,86,14.8,64,1.8,7,173,9,3,8,4.0,2,31.51,Needs Improvement
1719,Olivia Aguilar,92,9.26,78,1.6,2,83,6,2,2,10.7,3,51.06,Needs Improvement
1720,Rebecca Mack,72,12.91,89,2.5,1,271,8,7,4,4.7,6,41.33,Needs Improvement
1721,Timothy Perez,72,9.47,92,3.1,0,184,7,7,10,7.1,8,63.19,Average
1722,Derrick Bush,44,8.63,79,3.4,1,260,3,1,9,6.8,10,45.12,Needs Improvement
1723,Sarah Osborne,57,6.74,83,3.8,9,90,5,2,9,8.4,1,54.81,Needs Improvement
1724,Kristen Hicks,59,13.54,72,3.8,2,14,9,5,6,11.9,6,58.91,Needs Improvement
1725,Christopher Curry,65,9.69,54,3.0,0,218,5,5,7,8.8,6,49.37,Needs Improvement
1726,Gary Robles,92,4.52,75,1.2,7,178,4,1,9,10.6,8,35.88,Needs Improvement
1727,Shawn Fox,90,11.21,97,4.5,8,2,7,9,2,11.0,8,54.29,Needs Improvement
1728,Linda Williams,91,2.75,59,4.2,9,201,2,8,1,9.3,8,53.84,Needs Improvement
1729,Shane Wilson,97,6.16,90,4.4,4,300,6,4,7,7.6,9,61.11,Average
1730,Ariana Daugherty,80,13.01,75,1.6,6,32,4,10,4,3.2,6,28.49,Needs Improvement
1731,Joy Cooke,75,11.87,84,3.6,0,60,2,2,10,4.5,9,38.41,Needs Improvement
1732,Denise Valencia,51,9.12,84,1.2,7,240,9,10,1,8.1,6,37.37,Needs Improvement
1733,Brandon Brown,77,8.89,91,3.4,1,76,10,6,10,11.3,6,58.29,Needs Improvement
1734,Kyle Fisher,83,14.32,69,2.8,5,92,9,5,5,6.6,2,36.81,Needs Improvement
1735,Francisco Wallace,58,1.23,59,3.0,1,18,6,5,5,11.6,1,71.29,Average
1736,David Nunez,87,1.86,76,2.2,8,127,6,2,1,3.9,10,30.5,Needs Improvement
1737,Jose West,64,1.86,87,2.6,1,265,3,3,8,3.0,9,50.43,Needs Improvement
1738,Christine Harrison,96,3.12,74,3.3,8,169,1,5,1,10.8,5,52.14,Needs Improvement
1739,Stephen Jacobs,69,13.19,83,3.5,2,185,1,5,2,3.2,2,41.09,Needs Improvement
1740,Amber Brown,79,11.84,75,1.2,9,28,6,4,6,8.0,7,32.81,Needs Improvement
1741,Angela Silva,77,12.15,73,4.5,9,248,4,10,6,9.7,8,49.63,Needs Improvement
1742,Sophia Wells,60,13.32,99,1.6,8,194,10,4,4,4.9,5,24.34,Needs Improvement
1743,Amanda Robinson,64,13.33,57,3.4,8,59,10,2,7,3.3,7,24.48,Needs Improvement
1744,Carolyn Rose,72,8.58,94,1.6,4,174,1,3,10,6.8,7,40.47,Needs Improvement
1745,Isaiah Casey DDS,99,10.51,57,3.3,3,133,1,2,6,3.9,1,49.03,Needs Improvement
1746,Kimberly Faulkner,99,6.18,93,5.0,4,180,1,9,6,8.3,4,80.45,Excellent
1747,Michelle Calderon,73,11.36,68,2.4,9,15,8,3,8,2.2,7,21.93,Needs Improvement
1748,Anthony Robertson,60,2.44,84,3.5,3,5,9,3,2,5.4,9,44.69,Needs Improvement
1749,Thomas Williams,71,10.34,98,2.7,9,82,5,4,6,9.3,8,29.38,Needs Improvement
1750,Brenda Montgomery,68,7.82,63,2.9,4,291,6,8,6,3.8,3,54.63,Needs Improvement
1751,Nicholas Nguyen,75,9.2,83,2.0,9,174,10,2,6,3.2,2,35.49,Needs Improvement
1752,Katherine Morales,87,2.96,94,2.1,5,267,1,8,5,6.1,1,68.51,Average
1753,Stephen Duncan,72,9.78,53,4.3,8,268,4,2,7,3.1,1,37.58,Needs Improvement
1754,Scott Wall,87,4.28,76,2.8,9,141,6,7,9,6.3,2,57.83,Needs Improvement
1755,Terri Turner,68,1.13,51,5.0,2,183,8,4,9,5.6,8,56.87,Needs Improvement
1756,Dr. Matthew Morgan,97,9.59,59,4.7,7,63,8,9,6,7.5,7,56.11,Needs Improvement
1757,Austin Bowman,71,12.96,76,1.6,2,18,4,2,5,7.1,5,26.85,Needs Improvement
1758,Emma Johnson,41,14.34,87,1.0,10,162,10,9,4,6.9,5,30.98,Needs Improvement
1759,Richard Allen,79,5.08,80,4.7,10,249,6,10,7,9.7,8,63.87,Average
1760,Raymond Gilbert,78,14.19,96,3.7,5,156,2,10,4,10.9,3,59.48,Needs Improvement
1761,Michael Perry,93,9.61,94,4.6,10,161,5,6,9,6.3,5,51.15,Needs Improvement
1762,Teresa Smith,91,13.89,55,2.1,7,8,2,4,8,2.5,9,10.89,Needs Improvement
1763,Tricia Patrick,74,8.85,98,2.1,8,286,1,7,2,2.5,1,41.42,Needs Improvement
1764,Kim Wong,81,6.33,83,1.5,7,242,1,9,8,6.7,8,45.82,Needs Improvement
1765,Andrea Kelley,69,13.31,81,3.8,9,10,6,4,7,10.9,1,50.97,Needs Improvement
1766,Monica Oliver,43,6.16,58,4.0,6,243,5,2,3,11.6,7,48.4,Needs Improvement
1767,Melissa Jimenez,75,7.07,98,3.0,3,117,7,9,9,6.0,5,64.93,Average
1768,Stephanie Harper,74,8.55,72,1.6,8,32,3,9,8,10.0,8,31.52,Needs Improvement
1769,Jorge Rhodes,89,3.08,88,1.5,3,222,6,9,5,9.1,3,81.39,Excellent
1770,Michael Daniels,74,1.26,59,4.0,4,280,8,2,8,7.1,3,61.25,Average
1771,Mary Ayala,96,14.06,82,2.1,4,296,10,8,3,7.4,4,53.67,Needs Improvement
1772,Katelyn Walker,46,13.45,60,1.2,10,154,3,10,5,8.9,3,16.59,Needs Improvement
1773,Matthew Hill,67,7.34,75,3.3,10,141,4,8,9,6.1,4,41.09,Needs Improvement
1774,Kimberly Mitchell,43,7.89,95,3.6,0,57,3,5,10,8.7,6,58.79,Needs Improvement
1775,Randall Maddox MD,43,2.94,93,4.2,6,148,10,8,7,10.4,4,74.71,Average
1776,Mark Ramirez,68,8.8,59,1.6,3,162,2,8,8,9.2,5,47.91,Needs Improvement
1777,Randy Campos,87,5.99,85,4.6,5,142,4,4,3,10.7,3,67.37,Average
1778,Dillon Boyd,82,6.33,76,2.9,0,94,9,6,4,6.2,8,55.3,Needs Improvement
1779,Denise Phillips,42,5.89,62,2.6,4,207,5,8,8,10.5,4,63.8,Average
1780,David Harris,76,7.8,73,2.1,8,28,8,3,2,3.4,2,43.09,Needs Improvement
1781,Daniel Ramos,59,5.51,89,4.0,6,153,1,2,3,10.9,2,63.56,Average
1782,Philip Lee,78,13.81,55,4.3,7,168,2,7,6,6.1,4,35.9,Needs Improvement
1783,Amy Mitchell,64,3.73,69,4.2,9,231,1,3,1,6.4,8,38.73,Needs Improvement
1784,Daniel Elliott,83,14.19,79,4.6,1,173,8,6,4,10.3,9,62.34,Average
1785,Mary Sullivan,84,6.23,73,2.3,1,146,8,5,7,5.1,6,52.6,Needs Improvement
1786,Dr. Kyle Burns,88,1.18,75,3.8,5,149,5,7,5,8.8,4,62.37,Average
1787,Jeremy Stewart DDS,72,14.49,62,3.3,3,290,8,4,8,2.7,4,44.13,Needs Improvement
1788,Justin Washington,99,13.81,85,4.2,6,173,6,1,2,11.2,1,69.48,Average
1789,Paul Carter,54,5.01,65,3.1,2,38,5,10,1,9.3,8,61.88,Average
1790,David Roberts,94,11.61,93,4.9,9,35,4,3,10,8.6,9,40.59,Needs Improvement
1791,Mrs. Barbara Taylor MD,80,5.49,90,2.5,2,83,1,5,9,7.2,4,57.95,Needs Improvement
1792,Pamela Cochran,80,3.34,80,3.5,5,106,1,3,9,2.9,5,42.19,Needs Improvement
1793,Ryan Kirby,63,3.93,62,3.9,6,56,7,5,6,11.8,7,50.31,Needs Improvement
1794,William Kelly,100,5.2,50,4.5,1,30,7,6,2,4.9,7,61.94,Average
1795,Lisa Arnold,57,2.38,61,1.5,10,8,4,7,1,10.3,2,36.05,Needs Improvement
1796,Amy Moore,48,11.07,75,2.6,0,88,5,6,8,7.1,10,33.89,Needs Improvement
1797,Glenn Thomas,47,3.18,64,2.7,4,245,3,3,9,8.9,2,54.08,Needs Improvement
1798,Stephanie Love,98,3.89,82,3.2,2,44,6,4,1,7.5,9,56.21,Needs Improvement
1799,Andrea Smith,63,7.45,79,1.3,0,198,8,3,9,8.4,6,44.77,Needs Improvement
1800,Monica Flores,49,6.88,74,3.1,9,281,5,6,4,4.9,7,35.1,Needs Improvement
1801,Timothy Garrett,89,13.03,99,1.9,7,224,4,9,5,8.9,10,38.9,Needs Improvement
1802,Frederick Green,85,11.92,94,1.8,7,58,6,2,4,5.1,9,29.5,Needs Improvement
1803,Joseph Noble,92,6.16,84,2.5,7,144,1,7,7,4.0,2,58.95,Needs Improvement
1804,Tristan Hall,63,12.36,98,4.1,10,104,9,6,3,6.4,8,38.3,Needs Improvement
